x,y
37.45401188473625,97.66528684462988
95.07143064099162,223.7755329277847
73.1993941811405,188.8762780026066
59.86584841970366,168.7993583694332
15.60186404424365,54.38095914010793
15.59945203362027,53.28049256215643
5.808361216819947,21.72097002330507
86.61761457749351,213.7537290815359
60.11150117432088,165.4316961520469
70.80725777960456,178.6753263486652
2.058449429580245,36.98709090775517
96.99098521619943,258.1825351240437
83.24426408004217,212.3041771745659
21.23391106782762,56.97092519568276
18.18249672071006,54.52679973563927
18.34045098534338,53.45610824314095
30.42422429595377,97.22889849518397
52.47564316322379,143.0532696054999
43.19450186421157,110.6699372714437
29.12291401980419,101.7116919010683
61.18528947223795,163.4563069957971
13.94938606520418,52.56186192269943
29.21446485352181,76.95389705935695
36.63618432936917,105.2216171008682
45.60699842170359,127.1285959656909
78.51759613930136,187.3974974272919
19.96737821583597,80.07119664419633
51.42344384136116,151.4650542126284
59.24145688620425,154.1316890540507
4.645041271999773,10.58990577544088
60.75448519014384,165.3618291133951
17.05241236872915,53.49800791596685
6.505159298527952,29.81958773195217
94.88855372533332,249.1371582752742
96.56320330745594,256.4704181616991
80.83973481164611,226.5723940230334
30.46137691733707,91.83447434462914
9.767211400638388,23.92147351249656
68.42330265121569,194.6838851551638
44.01524937396013,136.4442690697832
12.20382348447788,72.03012605631555
49.51769101112702,122.5592871954216
3.43885211152184,21.02595041030735
90.9320402078782,216.5091134878056
25.87799816000169,80.22648696379632
66.2522284353982,170.1485681068278
31.1711076089411,107.1622269706023
52.00680211778108,132.2708555942669
54.67102793432797,129.7857394561473
18.4854455525527,51.50097647435656
96.95846277645586,232.6412792289683
77.51328233611146,211.2942003853517
93.9498941564189,224.223904928484
89.48273504276489,233.9914134187438
59.78999788110851,138.6968765042093
92.18742350231169,237.2655807104128
8.84925020519195,48.55690707102521
19.59828624191452,62.60219451914425
4.522728891053807,12.67188617798518
32.53303307632643,91.02054780142524
38.8677289689482,107.349491142815
27.13490317738959,82.56356140190805
82.87375091519293,203.5157936551741
35.67533266935893,105.1140044118706
28.09345096873808,53.18971110581744
54.26960831582485,139.375175265924
14.09242249747626,40.34831781917521
80.21969807540397,216.8825134492223
